Potency Qualifier	Potency vs Parasite (uMol)	Ion Regulation Activity	Ion Regulation Test Set	Smiles	InChI	IChI Key	Origin	ID: OSM Code	ID: MMV	ID: Internal OSM	ID: PubChem	ID: Chembl	ID: Commercial	ID: Other	Single Shot Inhibition %	Alternative EC50 from Chembl (uM)
	50			CC(N1C2=CC=C(C(F)(F)F)C=C2)=C(/C=C3SC(N(CC#N)C4=CC=CC=C4)=NC\3=O)C=C1C	InChI=1S/C25H19F3N4OS/c1-16-14-18(17(2)32(16)21-10-8-19(9-11-21)25(26,27)28)15-22-23(33)30-24(34-22)31(13-12-29)20-6-4-3-5-7-20/h3-11,14-15H,13H2,1-2H3/b22-15-	ZNJGLEUSFVBSML-JCMHNJIXSA-N	OSM S1	OSM-S-43		ZYH10-2B	57515645					
	50			O=C(N/C1=N/C2=CC=CC=C2)/C(S1)=C/C3=CC=CC=C3	InChI=1S/C16H12N2OS/c19-15-14(11-12-7-3-1-4-8-12)20-16(18-15)17-13-9-5-2-6-10-13/h1-11H,(H,17,18,19)/b14-11-	AXMGOWZVQOLCDR-KAMYIIQDSA-N	OSM S1	OSM-S-55		ZYH23	1274334					
	50			O=C(OCC(N)=O)C1=C(C)N(N=C1)C2=CC=CC=C2	InChI=1S/C13H13N3O3/c1-9-11(13(18)19-8-12(14)17)7-15-16(9)10-5-3-2-4-6-10/h2-7H,8H2,1H3,(H2,14,17)	FIEILXFXISZANS-UHFFFAOYSA-N	OSM S1	OSM-S-57		PMY50; SBHK523	34276657					
	50			FC(C=C1)=CC=C1N2C(C)=C(CNCC(N)=O)C=C2C	InChI=1S/C15H18FN3O/c1-10-7-12(8-18-9-15(17)20)11(2)19(10)14-5-3-13(16)4-6-14/h3-7,18H,8-9H2,1-2H3,(H2,17,20)	WMIDAZMYWJQDQN-UHFFFAOYSA-N	OSM S1	OSM-S-58		PMY38	60208758					
	50			FC(C=C1)=CC=C1N2C(C)=C(C(N(C)CC(N)=O)=O)C=C2C	InChI=1S/C16H18FN3O2/c1-10-8-14(16(22)19(3)9-15(18)21)11(2)20(10)13-6-4-12(17)5-7-13/h4-8H,9H2,1-3H3,(H2,18,21)	HJRHAMSFPNSXOR-UHFFFAOYSA-N	OSM S1	OSM-S-59		PMY55; AEW60	60208759					
	50			FC(C=C1)=CC=C1N2C(C)=C(CN(C)CC(N)=O)C=C2C	InChI=1S/C16H20FN3O/c1-11-8-13(9-19(3)10-16(18)21)12(2)20(11)15-6-4-14(17)5-7-15/h4-8H,9-10H2,1-3H3,(H2,18,21)	GTOBCWQFLJRCDF-UHFFFAOYSA-N	OSM S1	OSM-S-60		PMY56; AEW83	60208757					
	50			FC(C=C1)=CC=C1N2C(C)=C(C(NC(CO)C(OC)=O)=O)C=C2C	InChI=1S/C17H19FN2O4/c1-10-8-14(16(22)19-15(9-21)17(23)24-3)11(2)20(10)13-6-4-12(18)5-7-13/h4-8,15,21H,9H2,1-3H3,(H,19,22)/t15-/m0/s1	VIRSIBPHMPQEFV-HNNXBMFYSA-N	OSM S1	OSM-S-61		PMY57; PMY67	71456265					
	50			FC(C=C1)=CC=C1N2C(C)=C(C3=NC(C(OC)=O)=CO3)C=C2C	InChI=1S/C17H15FN2O3/c1-10-8-14(16-19-15(9-23-16)17(21)22-3)11(2)20(10)13-6-4-12(18)5-7-13/h4-9H,1-3H3	PMPFPBFKDATMLY-UHFFFAOYSA-N	OSM S1	OSM-S-62		PMY46; PMY58	71458072					
	50			FC(C=C1)=CC=C1N2C(C)=C(C(OC(C)(C)C(N)=O)=O)C=C2C	InChI=1S/C17H19FN2O3/c1-10-9-14(15(21)23-17(3,4)16(19)22)11(2)20(10)13-7-5-12(18)6-8-13/h5-9H,1-4H3,(H2,19,22)	LODBHTKIGFXDSJ-UHFFFAOYSA-N	OSM S1	OSM-S-68		AEW6; MD5	57519179					
	50			FC1=CC=C(N2C(C)=CC(C(N(C(NC3CCCCC3)=O)C4CCCCC4)=O)=C2C)C=C1	InChI=1S/C26H34FN3O2/c1-18-17-24(19(2)29(18)23-15-13-20(27)14-16-23)25(31)30(22-11-7-4-8-12-22)26(32)28-21-9-5-3-6-10-21/h13-17,21-22H,3-12H2,1-2H3,(H,28,32)	RLPVOMUFRGFVJT-UHFFFAOYSA-N	OSM S1	OSM-S-7		PMY12-1-A	57515634					
	50			FC1=CC=C(N2C(C)=CC(C(NC3=C(C)N(C)N(C4=CC=CC=C4)C3=O)=O)=C2C)C=C1	InChI=1S/C24H23FN4O2/c1-15-14-21(16(2)28(15)19-12-10-18(25)11-13-19)23(30)26-22-17(3)27(4)29(24(22)31)20-8-6-5-7-9-20/h5-14H,1-4H3,(H,26,30)	NVKLEDPUHCCJRE-UHFFFAOYSA-N	OSM S1	OSM-S-8		PMY12-5; AEW62	24407955					
	50			CC1=CC(=C(C)[N]1C2=CC=CC=C2)C(=NCC(N(C)C)=O)O	InChI=1S/C17H21N3O2/c1-12-10-15(17(22)18-11-16(21)19(3)4)13(2)20(12)14-8-6-5-7-9-14/h5-10H,11H2,1-4H3,(H,18,22)	DDLCZYHXOGBCGL-UHFFFAOYSA-N	OSM S1	OSM-S-81			31785230					
	50			CC1=CC(=C(C)[N]1C2=CC=CC=C2)C(N3CCN=C(C3)O)=O	InChI=1S/C17H19N3O2/c1-12-10-15(17(22)19-9-8-18-16(21)11-19)13(2)20(12)14-6-4-3-5-7-14/h3-7,10H,8-9,11H2,1-2H3,(H,18,21)	MQCAVDAWVKBHML-UHFFFAOYSA-N	OSM S1	OSM-S-83			40231419					
	50			CC1=CC(=C(C)[N]1C2=CC=C(C=C2)Br)C(N(C)CC(=NC)O)=O	InChI=1S/C17H20BrN3O2/c1-11-9-15(17(23)20(4)10-16(22)19-3)12(2)21(11)14-7-5-13(18)6-8-14/h5-9H,10H2,1-4H3,(H,19,22)	QCKWSPHQOGLUNM-UHFFFAOYSA-N	OSM S1	OSM-S-84			53514054					
	50			CC1=CC(=C(C)[N]1C2=CC=CC=C2)C3=NN=C(O3)SCC(=NC4=CC(=CC=C4)OC)O	InChI=1S/C23H22N4O3S/c1-15-12-20(16(2)27(15)18-9-5-4-6-10-18)22-25-26-23(30-22)31-14-21(28)24-17-8-7-11-19(13-17)29-3/h4-13H,14H2,1-3H3,(H,24,28)	YMUQXVXRPYOASK-UHFFFAOYSA-N	OSM S1	OSM-S-85			2402326					
	50			CCN(CC(=NC1=C(C=CC=C1F)F)O)C(C2=C(C)[N](C(=C2)C)C3=CC=C(C=C3)F)=O	InChI=1S/C23H22F3N3O2/c1-4-28(13-21(30)27-22-19(25)6-5-7-20(22)26)23(31)18-12-14(2)29(15(18)3)17-10-8-16(24)9-11-17/h5-12H,4,13H2,1-3H3,(H,27,30)	BLFMPEAPTFWYHH-UHFFFAOYSA-N	OSM S1	OSM-S-86			36170225					
	50			CC1=CC(=CC=C1)[N]2C(=CC(=C2C)C(N(C)CC(N=C3C=C(C)ON3)=O)=O)C	InChI=1S/C21H24N4O3/c1-13-7-6-8-17(9-13)25-14(2)10-18(16(25)4)21(27)24(5)12-20(26)22-19-11-15(3)28-23-19/h6-11H,12H2,1-5H3,(H,22,23,26)	QMAXUZVAVZMAMU-UHFFFAOYSA-N	OSM S1	OSM-S-87			47014811					
	50			CCC1=CC=C(C=C1)[N]2C(=CC(=C2C)CN3CCC(CC3)C(=O)O)C	InChI=1S/C21H28N2O2/c1-4-17-5-7-20(8-6-17)23-15(2)13-19(16(23)3)14-22-11-9-18(10-12-22)21(24)25/h5-8,13,18H,4,9-12,14H2,1-3H3,(H,24,25)	UCFMYMVVPFGNQX-UHFFFAOYSA-N	OSM S1	OSM-S-90			20888173					
	50			FC(C=C1)=CC=C1N2C=C(C(OCC(N)=O)=O)C=N2	InChI=1S/C12H10FN3O3/c13-9-1-3-10(4-2-9)16-6-8(5-15-16)12(18)19-7-11(14)17/h1-6H,7H2,(H2,14,17)	DNDQGXCXOJEWIK-UHFFFAOYSA-N	OSM S1	OSM-S-92		PMY66	57519188					
	50			FC(C=C1)=CC=C1N2C(C)=C(C(N(C)C)=O)C=C2C	InChI=1S/C15H17FN2O/c1-10-9-14(15(19)17(3)4)11(2)18(10)13-7-5-12(16)6-8-13/h5-9H,1-4H3	ODHQTLKXAQYLEM-UHFFFAOYSA-N	OSM S1	OSM-S-93		AEW16	47101511					
	50			FC(C=C1)=CC=C1N2C(C)=C(CN3CCCC3)C=C2C	InChI=1S/C17H21FN2/c1-13-11-15(12-19-9-3-4-10-19)14(2)20(13)17-7-5-16(18)6-8-17/h5-8,11H,3-4,9-10,12H2,1-2H3	LPRVJXBPLZQOJQ-UHFFFAOYSA-N	OSM S1	OSM-S-94		AEW12	71456266					
	50			FC1=CC=C(N2N=CC(C3=NC(C(OC)=O)=CO3)=C2C)C=C1	InChI=1S/C15H12FN3O3/c1-9-12(14-18-13(8-22-14)15(20)21-2)7-17-19(9)11-5-3-10(16)4-6-11/h3-8H,1-2H3	MXBGFPWDTSYZMH-UHFFFAOYSA-N	OSM S1	OSM-S-96		MJT6	71458075					
	50			FC1=CC=C(N2C(C)=CC(C(CCC(O)=O)=O)=C2C)C=C1	InChI=1S/C16H16FNO3/c1-10-9-14(15(19)7-8-16(20)21)11(2)18(10)13-5-3-12(17)4-6-13/h3-6,9H,7-8H2,1-2H3,(H,20,21)	GNRWSIUEZUQINP-UHFFFAOYSA-N	OSM S1	OSM-S-97		MNR51	71459965					
	50			FC1=CC=C(N2C(C)=CC(C(CCC(N(C)C)=O)=O)=C2C)C=C1	InChI=1S/C18H21FN2O2/c1-12-11-16(17(22)9-10-18(23)20(3)4)13(2)21(12)15-7-5-14(19)6-8-15/h5-8,11H,9-10H2,1-4H3	JSMYECUHSRLQOF-UHFFFAOYSA-N	OSM S1	OSM-S-98		MNR52	71461678					
	50			FC1=CC=C(N2C(C)=CC(C(OC(C)C(OCC)=O)=O)=C2C)C=C1	InChI=1S/C18H20FNO4/c1-5-23-17(21)13(4)24-18(22)16-10-11(2)20(12(16)3)15-8-6-14(19)7-9-15/h6-10,13H,5H2,1-4H3	HHNXZDCXTDKCEN-UHFFFAOYSA-N	OSM S1	OSM-S-99		AEW71; MD17	71454531					
	?	1	Lit	C[C@@H](C1)N[C@@]2(C(NC3=C2C=C(Cl)C=C3)=O)C4=C1C5=CC(F)=C(F)C=C5N4	InChI=1S/C19H14ClF2N3O/c1-8-4-11-10-6-13(21)14(22)7-16(10)23-17(11)19(25-8)12-5-9(20)2-3-15(12)24-18(19)26/h2-3,5-8,23,25H,4H2,1H3,(H,24,26)/t8-,19+/m0/s1	JZCVYBQWYSYJEA-WPCRTTGESA-N	Novartis							KAE246 NITD246		
	ND	0	M	CCCCCN1C(=N)N(CC(O)COc2cccc(C)c2)c3ccccc13	InChI=1S/C22H29N3O2/c1-3-4-7-13-24-20-11-5-6-12-21(20)25(22(24)23)15-18(26)16-27-19-10-8-9-17(2)14-19/h5-6,8-12,14,18,23,26H,3-4,7,13,15-16H2,1-2H3	FZFXKVXUQPPZJU-UHFFFAOYSA-N	Mbox		MMV000444			SJ000043202				2.6504
	ND	0	M	CCN(CC)c1cc(C)c2cc(NC(=O)c3cccc(OC)c3)ccc2n1	InChI=1S/C22H25N3O2/c1-5-25(6-2)21-12-15(3)19-14-17(10-11-20(19)24-21)23-22(26)16-8-7-9-18(13-16)27-4/h7-14H,5-6H2,1-4H3,(H,23,26)	DRCASHPXYKKBNO-UHFFFAOYSA-N	Mbox		MMV000498			SJ000059269				4.7744
	ND	0	M	COc1ccc(cc1)C(O)(CCC(C)C)C(CN2CCOCC2)c3ccc(Cl)cc3	InChI=1S/C25H34ClNO3/c1-19(2)12-13-25(28,21-6-10-23(29-3)11-7-21)24(18-27-14-16-30-17-15-27)20-4-8-22(26)9-5-20/h4-11,19,24,28H,12-18H2,1-3H3	BKARIVRTTVHMED-UHFFFAOYSA-N	Mbox		MMV000617			SJ000093004				4.6141
	ND	0	M	CC(O)(C(CN1CCCCC1)c2ccccc2)c3ccc(Cl)cc3	InChI=1S/C21H26ClNO/c1-21(24,18-10-12-19(22)13-11-18)20(17-8-4-2-5-9-17)16-23-14-6-3-7-15-23/h2,4-5,8-13,20,24H,3,6-7,14-16H2,1H3	KHTUVFPJQCSGIT-UHFFFAOYSA-N	Mbox		MMV000620			SJ000093125				0.9157
	ND	0	M	CCCCCCC(O)(C(CN1CCOCC1)c2ccccc2)c3ccc(F)cc3	InChI=1S/C25H34FNO2/c1-2-3-4-8-15-25(28,22-11-13-23(26)14-12-22)24(21-9-6-5-7-10-21)20-27-16-18-29-19-17-27/h5-7,9-14,24,28H,2-4,8,15-20H2,1H3	USSCYZYKABYKAR-UHFFFAOYSA-N	Mbox		MMV000621			SJ000093180				3.1801
	ND	1	M	COc1ccccc1CNC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4	InChI=1S/C26H28N2O3S/c1-17(2)16-28-24(22-13-8-14-32-22)23(19-10-5-6-11-20(19)26(28)30)25(29)27-15-18-9-4-7-12-21(18)31-3/h4-14,17,23-24H,15-16H2,1-3H3,(H,27,29)	DRTXUXSSVIINLL-UHFFFAOYSA-N	Mbox		MMV000648			SJ000101251				3.1587
	ND	0	M	Oc1c(CN2CCN(CC2)c3ccccc3F)cc(Br)c4cccnc14	InChI=1S/C20H19BrFN3O/c21-16-12-14(20(26)19-15(16)4-3-7-23-19)13-24-8-10-25(11-9-24)18-6-2-1-5-17(18)22/h1-7,12,26H,8-11,13H2	VNMWKWVDDVPSBF-UHFFFAOYSA-N	Mbox		MMV000760			SJ000114056				3.7605
	ND	0	M	Cc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1F	InChI=1S/C14H12ClFN2O/c1-9-5-6-12(8-13(9)16)18-14(19)17-11-4-2-3-10(15)7-11/h2-8H,1H3,(H2,17,18,19)	DWIRVJIYXZLKBW-UHFFFAOYSA-N	Mbox		MMV000911			SJ000150566				15
	ND	0	M	OC1(CC(=O)c2ccccc2O1)C(F)(F)C(F)(F)F	InChI=1S/C11H7F5O3/c12-10(13,11(14,15)16)9(18)5-7(17)6-3-1-2-4-8(6)19-9/h1-4,18H,5H2	BKZKADMBAHDGRH-UHFFFAOYSA-N	Mbox		MMV000972			SJ000175059				2.5741
	ND	0	M	CCOc1cccc2sc(nc12)N(Cc3cccnc3)C(=O)C4CCCCC4	InChI=1S/C22H25N3O2S/c1-2-27-18-11-6-12-19-20(18)24-22(28-19)25(15-16-8-7-13-23-14-16)21(26)17-9-4-3-5-10-17/h6-8,11-14,17H,2-5,9-10,15H2,1H3	RNVMJWXSJBTWTP-UHFFFAOYSA-N	Mbox		MMV001230			SJ000260231				3.0426
	ND	0	M	Clc1cccc(NC(=O)Nc2ccc(Br)cc2)c1	InChI=1S/C13H10BrClN2O/c14-9-4-6-11(7-5-9)16-13(18)17-12-3-1-2-10(15)8-12/h1-8H,(H2,16,17,18)	UKINRRRVXPZMRM-UHFFFAOYSA-N	Mbox		MMV001318			SJ000292636				15
	ND	0	M	CC1=CC(=O)Oc2c1ccc3oc(C(=O)c4ccccc4)c(C)c23	InChI=1S/C20H14O4/c1-11-10-16(21)24-20-14(11)8-9-15-17(20)12(2)19(23-15)18(22)13-6-4-3-5-7-13/h3-10H,1-2H3	UEYKQFKCXMRWNW-UHFFFAOYSA-N	Mbox		MMV006753			GNF-Pf-4622				0.441
	ND	0	M	Clc1ccc(cc1)C(=O)Nc2ccc(cc2)c3nc4cc(NC(=O)c5ccc(Cl)cc5)ccc4[nH]3	InChI=1S/C27H18Cl2N4O2/c28-19-7-1-17(2-8-19)26(34)30-21-11-5-16(6-12-21)25-32-23-14-13-22(15-24(23)33-25)31-27(35)18-3-9-20(29)10-4-18/h1-15H,(H,30,34)(H,31,35)(H,32,33)	WLBJJWICAOVTHR-UHFFFAOYSA-N	Mbox		MMV006962			GNF-Pf-364				0.993
	ND	0	M	COc1ccc(cc1)C(=O)C(CCC(CNC(C)(C)C)C(=O)c2ccc(OC)cc2)CNC(C)(C)C	InChI=1S/C30H44N2O4/c1-29(2,3)31-19-23(27(33)21-11-15-25(35-7)16-12-21)9-10-24(20-32-30(4,5)6)28(34)22-13-17-26(36-8)18-14-22/h11-18,23-24,31-32H,9-10,19-20H2,1-8H3	RPSRHRCHOHZXED-UHFFFAOYSA-N	Mbox		MMV007591			GNF-Pf-877				1.121
	ND	0	M	Cc1ccc(C)c(c1)c2csc(Nc3ccc(C)c(C)c3)n2	InChI=1S/C19H20N2S/c1-12-5-6-14(3)17(9-12)18-11-22-19(21-18)20-16-8-7-13(2)15(4)10-16/h5-11H,1-4H3,(H,20,21)	APCPGRSHWZYJEA-UHFFFAOYSA-N	Mbox		MMV007654			GNF-Pf-5300				0.493
	ND	0	M	CCOc1ccccc1NC(=O)CN2CCN(CC2)C(=O)c3occc3	InChI=1S/C19H23N3O4/c1-2-25-16-7-4-3-6-15(16)20-18(23)14-21-9-11-22(12-10-21)19(24)17-8-5-13-26-17/h3-8,13H,2,9-12,14H2,1H3,(H,20,23)	NJZLTVVJBFTKAW-UHFFFAOYSA-N	Mbox		MMV007791			GNF-Pf-862				5.46
	ND	0	M	CCCCN(CCCC)S(=O)(=O)c1ccc(NC(=O)c2occc2)cc1	InChI=1S/C19H26N2O4S/c1-3-5-13-21(14-6-4-2)26(23,24)17-11-9-16(10-12-17)20-19(22)18-8-7-15-25-18/h7-12,15H,3-6,13-14H2,1-2H3,(H,20,22)	DLHWHOZXEPXGDY-UHFFFAOYSA-N	Mbox		MMV007881			GNF-Pf-3825				1.425
	ND	0	M	CCCCOc1ccc(cc1)C(=O)Nc2cc(C)on2	InChI=1S/C15H18N2O3/c1-3-4-9-19-13-7-5-12(6-8-13)15(18)16-14-10-11(2)20-17-14/h5-8,10H,3-4,9H2,1-2H3,(H,16,17,18)	RHNHWLJFPWGPFI-UHFFFAOYSA-N	Mbox		MMV007906			GNF-Pf-4449				3.161
	ND	0	M	CCOc1ccc(CCNC(=O)c2cccs2)cc1OCC	InChI=1S/C17H21NO3S/c1-3-20-14-8-7-13(12-15(14)21-4-2)9-10-18-17(19)16-6-5-11-22-16/h5-8,11-12H,3-4,9-10H2,1-2H3,(H,18,19)	PWAJDMSZGVJSQE-UHFFFAOYSA-N	Mbox		MMV007978			GNF-Pf-4376				0.89
	ND	0	M	Cc1c(C)n(Cc2ccc(F)cc2)c3ccc(cc13)C(=O)NCc4occc4	InChI=1S/C23H21FN2O2/c1-15-16(2)26(14-17-5-8-19(24)9-6-17)22-10-7-18(12-21(15)22)23(27)25-13-20-4-3-11-28-20/h3-12H,13-14H2,1-2H3,(H,25,27)	JZXJHPKFOHDMEK-UHFFFAOYSA-N	Mbox		MMV008149			GNF-Pf-4602				0.0782
	ND	0	M	Oc1c2CCCCc2nc3cc(nn13)c4ccccc4	InChI=1S/C16H15N3O/c20-16-12-8-4-5-9-13(12)17-15-10-14(18-19(15)16)11-6-2-1-3-7-11/h1-3,6-7,10,20H,4-5,8-9H2	ZLNMPTHIHKWLCJ-UHFFFAOYSA-N	Mbox		MMV008270			GNF-Pf-780				1.927
	ND	0	M	CCN1CCN(CC1)c2c(cnc3cc(OC)c(OC)cc23)C(=O)c4ccccc4	InChI=1S/C24H27N3O3/c1-4-26-10-12-27(13-11-26)23-18-14-21(29-2)22(30-3)15-20(18)25-16-19(23)24(28)17-8-6-5-7-9-17/h5-9,14-16H,4,10-13H2,1-3H3	AQPNTDLFSJHABR-UHFFFAOYSA-N	Mbox		MMV008474			GNF-Pf-3573				3.022
	ND	0	M	CCN(CC)c1ccc(NC(=O)c2cccs2)cc1	InChI=1S/C15H18N2OS/c1-3-17(4-2)13-9-7-12(8-10-13)16-15(18)14-6-5-11-19-14/h5-11H,3-4H2,1-2H3,(H,16,18)	RFTGCCNSOIXDRC-UHFFFAOYSA-N	Mbox		MMV009060			GNF-Pf-4077				0.414
	ND	0	M	CCOc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3	InChI=1S/C22H19N3O2/c1-2-27-18-7-5-6-16(14-18)22(26)23-17-12-10-15(11-13-17)21-24-19-8-3-4-9-20(19)25-21/h3-14H,2H2,1H3,(H,23,26)(H,24,25)	ZRCZENZERHHISS-UHFFFAOYSA-N	Mbox		MMV019202			TCMDC-123752				1.007042265
	ND	0	M	COc1ccc(cc1OC)C(=O)Nc2ccc3nc(cc(C)c3c2)N4CCCCC4	InChI=1S/C24H27N3O3/c1-16-13-23(27-11-5-4-6-12-27)26-20-9-8-18(15-19(16)20)25-24(28)17-7-10-21(29-2)22(14-17)30-3/h7-10,13-15H,4-6,11-12H2,1-3H3,(H,25,28)	BWDAURZJDFZQQM-UHFFFAOYSA-N	Mbox		MMV019758			TCMDC-124422				0.993556306
	ND	0	M	COc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3	InChI=1S/C21H17N3O2/c1-26-17-6-4-5-15(13-17)21(25)22-16-11-9-14(10-12-16)20-23-18-7-2-3-8-19(18)24-20/h2-13H,1H3,(H,22,25)(H,23,24)	MPEZJSYGXVVBLY-UHFFFAOYSA-N	Mbox		MMV019762			TCMDC-124429				0.801806303
	ND	0	M	COc1ccc(cc1)c2cn3c(C(=O)Nc4ccccc4Cl)c(c5CCCCn2c35)c6ccccc6	InChI=1S/C30H26ClN3O2/c1-36-22-16-14-20(15-17-22)26-19-34-28(29(35)32-25-13-6-5-12-24(25)31)27(21-9-3-2-4-10-21)23-11-7-8-18-33(26)30(23)34/h2-6,9-10,12-17,19H,7-8,11,18H2,1H3,(H,32,35)	XZVGOIOCGWFOMX-UHFFFAOYSA-N	Mbox		MMV020403			TCMDC-125125				0.79193223
	ND	1	M	COc1ccc(cc1OC)c2nonc2NC(=O)c3cccc(Cl)c3	InChI=1S/C17H14ClN3O4/c1-23-13-7-6-10(9-14(13)24-2)15-16(21-25-20-15)19-17(22)11-4-3-5-12(18)8-11/h3-9H,1-2H3,(H,19,21,22)	IYTUWYOBMXKSBS-UHFFFAOYSA-N	Mbox		MMV020660			TCMDC-125401				0.875822342
	ND	0	M	Cc1ccc(cc1NCc2cc(Cc3ccccc3)ccc2O)c4oc5ccccc5n4	InChI=1S/C28H24N2O2/c1-19-11-13-22(28-30-24-9-5-6-10-27(24)32-28)17-25(19)29-18-23-16-21(12-14-26(23)31)15-20-7-3-2-4-8-20/h2-14,16-17,29,31H,15,18H2,1H3	CPNKFVYTKCVGFT-UHFFFAOYSA-N	Mbox		MMV020912			TCMDC-125705				1.034054877
	ND	0	M	CCC(=O)Nc1nnc(Cc2ccc(OC)c(OC)c2)s1	InChI=1S/C14H17N3O3S/c1-4-12(18)15-14-17-16-13(21-14)8-9-5-6-10(19-2)11(7-9)20-3/h5-7H,4,8H2,1-3H3,(H,15,17,18)	QIFXARBSCYEPAY-UHFFFAOYSA-N	Mbox		MMV020942			TCMDC-125741				0.909722017
	ND	0	M	CN(C)c1ccc(cc1)N=Cc2ccc(cc2)N3CCOCC3	InChI=1S/C19H23N3O/c1-21(2)18-9-5-17(6-10-18)20-15-16-3-7-19(8-4-16)22-11-13-23-14-12-22/h3-10,15H,11-14H2,1-2H3	MOQNWJSCPYWTQR-UHFFFAOYSA-N	Mbox		MMV073843			GNF-Pf-2865				0.1748
	ND	0	M	CC(C)(C)c1ccc(cc1)C(=O)Nc2nc3ccccc3s2	InChI=1S/C18H18N2OS/c1-18(2,3)13-10-8-12(9-11-13)16(21)20-17-19-14-6-4-5-7-15(14)22-17/h4-11H,1-3H3,(H,19,20,21)	PQEMVWNERIBJJT-UHFFFAOYSA-N	Mbox		MMV142383			SJ000007534				15
	ND	0	M	CCOC(=O)c1cnc2c(CC)cccc2c1O	InChI=1S/C14H15NO3/c1-3-9-6-5-7-10-12(9)15-8-11(13(10)16)14(17)18-4-2/h5-8H,3-4H2,1-2H3,(H,15,16)	IXXFUMUBUIACJY-UHFFFAOYSA-N	Mbox		MMV498479			GNF-Pf-2742				1.663
	ND	0	M	CCN(CC)CCCNc1ccnc2cc3ccccc3cc12	InChI=1S/C20H25N3/c1-3-23(4-2)13-7-11-21-19-10-12-22-20-15-17-9-6-5-8-16(17)14-18(19)20/h5-6,8-10,12,14-15H,3-4,7,11,13H2,1-2H3,(H,21,22)	KTSYTPMUPYCPFS-UHFFFAOYSA-N	Mbox		MMV665783			GNF-Pf-5073				0.0338
	ND	0	M	FC(F)(F)c1cccc(Nc2nc(nc3ncccc23)c4ccccc4)c1	InChI=1S/C20H13F3N4/c21-20(22,23)14-8-4-9-15(12-14)25-19-16-10-5-11-24-18(16)26-17(27-19)13-6-2-1-3-7-13/h1-12H,(H,24,25,26,27)	UYDBKTHSWIROFS-UHFFFAOYSA-N	Mbox		MMV665798			TCMDC-125597				0.801927711
	ND	0	M	COc1ccc(cc1)C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccncc3	InChI=1S/C20H16ClN3O3/c1-27-16-5-2-13(3-6-16)19(25)24-18-7-4-14(21)12-17(18)20(26)23-15-8-10-22-11-9-15/h2-12H,1H3,(H,24,25)(H,22,23,26)	LDFWEYVSIXIDAD-UHFFFAOYSA-N	Mbox		MMV665799			TCMDC-123739				0.822437414
	ND	0	M	Oc1ccc(Cl)cc1C(=O)Nc2cccc(c2)C(F)(F)F	InChI=1S/C14H9ClF3NO2/c15-9-4-5-12(20)11(7-9)13(21)19-10-3-1-2-8(6-10)14(16,17)18/h1-7,20H,(H,19,21)	OAMVIBKEICGPKK-UHFFFAOYSA-N	Mbox		MMV665807			SJ000010289				0.9733
	ND	0	M	Oc1ccc(Br)cc1CN2CCN(Cc3ccc(Cl)cc3)CC2	InChI=1S/C18H20BrClN2O/c19-16-3-6-18(23)15(11-16)13-22-9-7-21(8-10-22)12-14-1-4-17(20)5-2-14/h1-6,11,23H,7-10,12-13H2	UDBUKNAECQQGSK-UHFFFAOYSA-N	Mbox		MMV665809			SJ000292024				1.4809
	ND	0	M	CCc1ccc(CNCC(O)c2ccccc2)cc1	InChI=1S/C17H21NO/c1-2-14-8-10-15(11-9-14)12-18-13-17(19)16-6-4-3-5-7-16/h3-11,17-19H,2,12-13H2,1H3	RVPGAQKKCJHKJX-UHFFFAOYSA-N	Mbox		MMV665812			SJ000209165				2.1685
	ND	0	M	CC(C)(C)CC(C)(C)NCC(O)COc1ccc2CCCc2c1	InChI=1S/C20H33NO2/c1-19(2,3)14-20(4,5)21-12-17(22)13-23-18-10-9-15-7-6-8-16(15)11-18/h9-11,17,21-22H,6-8,12-14H2,1-5H3	DQZLPBBLYGATJO-UHFFFAOYSA-N	Mbox		MMV665817			SJ000174715				4.4176
	ND	0	M	Cn1c(nc2ccccc12)C(=O)c3cccc4ccccc34	InChI=1S/C19H14N2O/c1-21-17-12-5-4-11-16(17)20-19(21)18(22)15-10-6-8-13-7-2-3-9-14(13)15/h2-12H,1H3	IRYFDSQLAQPRJR-UHFFFAOYSA-N	Mbox		MMV665824			GNF-Pf-5189				0.00692
	ND	0	M	Oc1c2CCCCc2nc3ccccc13	InChI=1S/C13H13NO/c15-13-9-5-1-3-7-11(9)14-12-8-4-2-6-10(12)13/h1,3,5,7H,2,4,6,8H2,(H,14,15)	CVEXTAUZJWYDJX-UHFFFAOYSA-N	Mbox		MMV665843			GNF-Pf-3796				0.628
	ND	0	M	Oc1ccc(Cl)cc1CNc2nc3ccccc3[nH]2	InChI=1S/C14H12ClN3O/c15-10-5-6-13(19)9(7-10)8-16-14-17-11-3-1-2-4-12(11)18-14/h1-7,19H,8H2,(H2,16,17,18)	CICSCGMRUIMBNF-UHFFFAOYSA-N	Mbox		MMV665850			GNF-Pf-3183				0.921
